model,split,task_id,target_tool,invoked,solved,invocation_without_success,process,response,judge_error,either_uncertain,n_calls,n_gold_calls,target_has_2xx,target_has_non_2xx,target_has_local_error,empty_final,rollout_error,missing_parameter_crash,output_keys_crash,parse_crash,run_source,judge_source
original,T_f,Mixcloud::0,search,True,False,True,No,No,False,False,3,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Mixcloud::1,search,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Agify.io::0,getAge,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Agify.io::1,getAge,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,StackExchange__2::0,get-user,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,StackExchange__2::1,get-user,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,WakaTime::0,getStats,True,False,True,No,No,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,WakaTime::1,getDetails,False,False,False,No,No,False,False,1,4,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Movie Quote::0,getRandomMovieQuote,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Movie Quote::1,getFilteredQuote,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,The Old Reader::0,getUserFeeds,True,False,True,No,No,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,The Old Reader::1,getUserFeeds,True,False,True,Yes,No,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Doge-Meme::0,getMemeDetails,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Doge-Meme::1,getTopMemes,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Czech Television::0,getWeeklyTVProgram,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Czech Television::1,searchTVPrograms,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Geokeo::0,batchGeocode,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Geokeo::1,geocode,True,True,False,Yes,Yes,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Catch The Show::0,searchTvShow,True,False,True,Yes,No,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Catch The Show::1,searchTvShow,True,True,False,Yes,Yes,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,"Transport for Vancouver, Canada__3::0",findStationsOrStops,True,False,True,No,No,False,False,3,3,True,False,False,True,"Could not parse LLM output: `I need to getTransitRoute 999-map-transit-system-wide-transit-system-wide-transit-assistant-transit-wide-transit-wide-transit-wide-transit-wide-transit-transit-transit-transit-wide-transit-wide questions.
Transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transit-transist-transist-transant.
transist-transit-transit-transit-transit-transit-transit-transit data, transit data, transit-transist, and transit-transist-time-`",False,False,True,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,"Transport for Vancouver, Canada__3::1",findStationsOrStops,True,False,True,No,No,False,False,2,3,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Google Books::0,updateReadingStatus,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Google Books::1,getFeaturedBooks,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,PhishStats::0,searchPhishingDatabase,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,PhishStats::1,getPhishingDomainInfo,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,RuneScape::0,getEnemyInfo,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,RuneScape::1,getSkillInfo,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,"Transport for Vancouver, Canada::0",getStaticSchedules,True,False,True,No,No,False,False,2,5,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,"Transport for Vancouver, Canada::1",getStopsAndRoutesByLocation,True,False,True,No,No,False,False,2,3,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,TransitLand::0,searchStops,False,False,False,No,No,False,False,3,3,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,TransitLand::1,searchStops,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Giphy__2::0,searchGifs,True,False,True,Uncertain,Uncertain,False,True,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Giphy__2::1,searchGifs,True,False,True,No,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,bng2latlong::0,convertEastingNorthingToLatLong,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,bng2latlong::1,reverseGeocodeLatLongToEastingNorthing,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,CO2 Offset::0,calculateCarbonEmissions,True,False,True,No,Yes,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,CO2 Offset::1,calculateCarbonEmissions,True,True,False,Yes,Yes,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,"Open Government, Poland::0",searchDatasets,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,"Open Government, Poland::1",searchDatasets,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,TheMealDB::0,searchMealByIngredient,False,False,False,No,No,False,False,1,1,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,TheMealDB::1,searchMealByName,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Nutritionix__2::0,calculateNutritionForRecipe,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Nutritionix__2::1,getVendingMachineData,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Forismatic::0,searchQuote,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Forismatic::1,searchQuote,True,False,True,Uncertain,Uncertain,False,True,1,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Google Safe Browsing::0,checkUrlSafety,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Google Safe Browsing::1,checkMultipleUrlsSafety,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Noctua::0,getHistoricalWeatherData,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Noctua::1,getHistoricalWeatherData,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Giphy::0,getTrendingGifs,True,False,True,No,No,False,False,1,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Giphy::1,searchGifs,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Yo Momma Jokes::0,getRandomJoke,False,False,False,No,Yes,False,False,2,3,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,Yo Momma Jokes::1,getCustomJoke,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
original,T_f,JSONbin.io::0,createBin,True,True,False,Yes,Yes,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/original/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/original_T_f_luna.json
unlearned,T_r,Logs.to::0,searchLogs,True,False,True,Uncertain,Uncertain,False,True,1,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Logs.to::1,createLog,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Domainsdb.info__2::0,searchDomains,True,False,True,Yes,No,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Domainsdb.info__2::1,searchDomains,True,False,True,No,No,False,False,2,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,CheetahO::0,resizeImage,True,True,False,Yes,Yes,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,CheetahO::1,resizeImage,True,True,False,Yes,Yes,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,apilayer aviationstack::0,searchAirlines,False,False,False,No,No,False,False,2,2,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,apilayer aviationstack::1,getFlightStatus,True,False,True,No,No,False,False,3,4,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,QWeather::0,getAirQualityData,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,QWeather::1,getSunriseSunsetTimes,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,xMath::0,parseExpression,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,xMath::1,generateExpression,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,"Open Government, New South Wales::0",getTrafficData,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,"Open Government, New South Wales::1",listCategories,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,ip-fast.com::0,getUserIpInfo,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,ip-fast.com::1,getUserIpInfo,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Feedbin::0,getUserFeeds,True,False,True,No,No,False,False,1,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Feedbin::1,getUserFeeds,True,False,True,No,No,False,False,3,5,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Shrtlnk::0,getShortUrlInfo,True,False,True,Uncertain,Uncertain,False,True,2,1,True,False,True,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Shrtlnk::1,manageLinksByTag,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,EPA::0,getAirQualityByZipCode,True,False,True,Uncertain,Uncertain,False,True,2,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,EPA::1,getDetails,False,False,False,No,No,False,False,2,2,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Domainsdb.info::0,searchDomains,True,False,True,No,Yes,False,False,3,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Domainsdb.info::1,searchDomains,True,False,True,No,No,False,False,1,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Postman Echo::0,getEcho,True,False,True,Uncertain,Uncertain,False,True,2,1,False,True,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Postman Echo::1,patchEcho,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,CircleCI::0,getWorkflowDetails,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,CircleCI::1,getEnvironmentDetails,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Universalis::0,getCurrentPrices,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Universalis::1,getHistoricalPrices,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,SpaceX::0,getCompanyInfo,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,SpaceX::1,getLaunch,True,False,True,No,No,False,False,1,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
unlearned,T_r,Bible-api::0,getVerse,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_r/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_r_luna.json
